# Acquisition Start Time: 2025-08-13 15:41:54.920386
# Total data points: 8539
# Data source: 完整数据（临时文件）
# Memory optimized: True
# Data format: Doctor mode (original values only)

time(s),传感器 1,传感器 2,传感器 3,传感器 4,传感器 5,传感器 6,传感器 7,传感器 8,传感器 9,传感器 10
34.49322700500488,1677.5797623643102,2210.3484415693238,1155.1959638755507,1856.3079403402678,1571.9998519980393,1680.5537512402723,1135.5816273022147,2091.8943210198354,1364.283999930927,219.84314659609498
34.49822759628296,1679.5467717967217,2212.3128763044724,1155.2729808973181,1856.7993923100466,1571.054229103466,1680.6037202066843,1138.4111294743345,2094.8888711358904,1364.548210534599,219.79049536428298
34.50022745132446,1679.6546520730808,2212.8214847762006,1155.1456651972192,1856.5525416356436,1571.9092417190955,1680.5736895146804,1141.29764379405,2094.1289141444804,1364.4836939033332,219.5610913922722
34.52222776412964,1678.3549381479297,2212.6270632180567,1156.0504783569531,1856.7797903810867,1572.2211744501178,1680.4016483370926,1138.308030979148,2094.67575674909,1364.9189559478461,219.63439100307934
34.52322697639465,1675.8049044002375,2217.6428210634845,1155.2883203885506,1856.5478749652018,1573.3097447028938,1680.5905237660695,1135.0034726906542,2098.547305684744,1365.2373567706816,220.19889190596606
34.524229526519775,1673.3081767803737,2212.4351795505468,1155.2995181648582,1856.7629510758898,1571.865588990776,1680.6359774005448,1133.4478945557935,2096.7553741614647,1365.3482172537995,220.2432463007196
34.53723073005676,1670.4576003423522,2212.3936090739962,1155.4420226611,1856.5135319305946,1574.8258674192107,1680.6845819234834,1129.8205626613471,2097.581558100573,1365.462269031967,220.28819332499157
34.53922891616821,1669.9320770502804,2214.6474414796494,1155.4491845813257,1856.4537907607864,1575.2984946580134,1680.4652466914906,1129.8890419130526,2096.025615171428,1365.2124773114253,220.1967941881818
34.552735805511475,1671.6224914453685,2214.6577368305084,1155.3860581631236,1856.5468988621744,1575.8396885446953,1680.3578605952703,1135.3644724649625,2101.4471218739877,1365.698325873355,220.6293020182079
34.55473613739014,1670.9488858903837,2229.499343533513,1155.5487631086387,1856.4930142755459,1575.8401317105147,1680.3480016222722,1133.783059748917,2116.0582989216114,1364.9464198173805,220.46739097352952
34.56873559951782,1671.2766757460383,2229.0556314264045,1155.1237782506964,1856.4474121717362,1576.5713615587733,1680.336271506656,1133.3997276310463,2116.2318037002465,1364.6885862434763,220.6311467138085
34.57073616981506,1666.6660541410288,2222.6016625683596,1155.296905573781,1856.577531120741,1576.817431467004,1680.6326643415919,1128.1293343860054,2109.423946305168,1366.0293195602674,220.83603442072985
34.58373785018921,1662.6319622843193,2224.0067277966164,1155.4017885634746,1856.7464487371947,1577.0292818974906,1680.7766221524273,1126.4765080888799,2111.409343973149,1365.8262692434655,221.19634976889537
34.58673715591431,1662.0110843923503,2218.8494932522426,1154.861445900648,1856.5290976900997,1576.5602792602756,1680.569032485969,1126.7395362459931,2106.0171003963346,1365.5267426852838,220.6772758408148
34.599735736846924,1659.5838849329953,2217.6924968453213,1155.0234372747452,1856.6858979442327,1577.1299853265243,1680.2900536570796,1125.0031333118086,2106.0219665785967,1365.16761903962,221.3270707188888
34.61473536491394,1656.8426154240417,2218.161639129087,1155.3984405383658,1856.793990733725,1577.2122264831019,1680.2815881075544,1119.683299495955,2105.459828038555,1365.7879640519432,221.40540195836803
34.62173557281494,1653.0523000752623,2220.0751320439053,1154.4599742572748,1856.363122213649,1578.273811302314,1680.4863623632714,1117.3535832353878,2107.8727974500457,1365.513502044688,221.2361352133663
34.62373733520508,1652.8879285846788,2225.5471241614687,1154.2079538628484,1856.4841892379882,1577.977897964593,1680.497837497316,1117.2927698632573,2112.918941270904,1365.778800855149,220.51749669083281
34.64573812484741,1651.9551019831147,2221.5651426884765,1154.769511691543,1856.209138566371,1578.6347943645458,1680.362914322567,1116.0946872084583,2110.251494251782,1366.3091335150111,221.46552537183246
34.647738218307495,1651.0906460397484,2229.3324994021527,1154.797875172154,1856.4268085419624,1579.3457093412117,1680.5185238035015,1115.0321860188353,2112.6515768412132,1366.093931022753,220.97230799370655
34.64873909950256,1650.1317388173838,2221.477406278331,1154.4671740222268,1856.4873028886427,1579.0423131494144,1680.5932380527936,1112.6576209550437,2110.606575299388,1366.635748514427,221.36380041695185
34.65085291862488,1648.2850681360133,2222.6644804573334,1154.4409149154305,1856.729405247677,1580.2592637028736,1680.3267332373966,1109.4042224822167,2111.8738574271265,1366.1198679817242,221.03294244832475
34.67784643173218,1647.4923708642962,2225.4683084440817,1155.2644794319388,1856.445435947545,1580.8458567371733,1680.2995345818285,1108.4114460106794,2109.2802392403623,1366.1336558996672,221.18497182090198
34.67884612083435,1647.3743505105658,2220.769824402916,1155.234891778044,1856.000362868229,1581.210208495471,1680.1334873758117,1106.7391007914198,2109.3564820053725,1366.901435444902,221.73624057178156
34.67984628677368,1651.3352362780379,2220.1306846592865,1155.117219454528,1856.5041065911994,1581.5578679805244,1680.3826172012332,1110.8371329061242,2110.450605958174,1366.3032292338403,220.99596739878888
34.68284463882446,1654.0254907442525,2221.817986974381,1154.6714723052555,1856.409114202254,1581.7884364129973,1680.1665664569143,1112.5913509952636,2111.095385271958,1366.155829818443,221.21438300625977
34.708696365356445,1654.4229778733986,2218.391053314703,1155.3274124115126,1856.276219656038,1581.7608238948446,1680.2442049523445,1109.8767122968877,2107.7285648373804,1366.4777227703705,221.64509525984866
34.709696531295776,1658.2450618977264,2218.3339109844433,1155.0538003829815,1855.7386999912594,1580.723182729581,1679.6889114034943,1112.7959453376886,2106.958510308362,1366.3617817207828,221.29393049291107
34.71069693565369,1661.170968446398,2216.525090637317,1154.690385152038,1856.1418523317411,1581.2327398247653,1680.0379085506045,1112.4454106091805,2105.989005213802,1366.3744684510084,221.26173794598023
34.722718954086304,1663.2613977346418,2216.1243314745548,1154.8034931944321,1856.2025564388503,1581.031566322336,1679.6867524135712,1112.5130827513083,2104.065776507331,1366.405767611378,221.3398583057914
34.7237229347229,1664.8619217180803,2215.854140943321,1154.934770683062,1856.334360808799,1581.397412099124,1679.9249933809065,1106.828161086201,2103.4631136298776,1365.8151227511144,220.99212870790487
34.74523186683655,1664.2962836764902,2218.7739991151016,1154.6730381409902,1856.4130190568421,1581.794730990037,1679.7882557033156,1106.1807380336911,2108.694703133824,1366.9234407510648,221.4036959594803
34.747231245040894,1669.5078805269202,2223.6226432040676,1154.4777311281437,1856.6419614461577,1581.9051215070788,1679.8874916309524,1106.8308218529257,2113.4396824464266,1367.0011187123173,221.0177698334168
34.74923229217529,1674.6892913885297,2219.154041087679,1155.2887490765163,1856.2828136041371,1581.9761896136101,1679.9152728275235,1105.647130029184,2107.907685734649,1366.9130210379233,221.0840828678123
34.76974582672119,1680.791733356342,2222.564607622173,1155.4312470158072,1856.0437211325761,1581.7493638162323,1679.9349880879029,1106.6399514361788,2110.113535301009,1366.5323503248048,220.87003654583995
34.771748781204224,1684.4445130552533,2218.610287025383,1155.1166074446712,1855.9565406581946,1581.6420392106168,1680.1135835994216,1104.2088595871353,2107.531290790869,1367.0020574847315,221.20446137712696
34.77274799346924,1690.1386623505286,2220.187576343469,1155.1244224475233,1856.1776277696601,1581.3451988978043,1679.918140019628,1102.985847975347,2108.4428791349615,1367.1210742013284,221.4270626346299
34.785752058029175,1697.970290333756,2221.448106455195,1154.9921167605394,1855.8767975918206,1581.7703663427467,1679.7520227305965,1105.970374792173,2109.908013584933,1366.7669316730864,220.7288082457932
34.78675436973572,1706.730621503746,2220.3352824277636,1155.0753844214896,1855.9244806228724,1581.6617719421947,1679.620240925632,1105.8537078143975,2108.854475963774,1366.8124709688152,221.20253382506576
34.80225849151611,1715.8051556042471,2219.371525041353,1155.3610014144167,1855.6996793963742,1582.3987322493683,1679.9730608937255,1105.7456955940547,2109.086750103833,1367.705989460654,220.55023412948347
34.80328893661499,1725.7036841996583,2218.3594610796226,1155.2247925351446,1855.6166203055905,1582.0846181215322,1679.6422573196717,1108.2800855880766,2107.50473933768,1367.5374334453993,220.66946577685488
34.81694197654724,1735.9690172943765,2217.3957935797284,1155.5279303215766,1855.6477551333471,1582.1984197216652,1679.8034546881179,1111.2851257740456,2106.135495673412,1367.4289852308752,221.1003464649207
34.818944692611694,1746.791782966768,2216.579868613793,1155.4737990845078,1855.3752632662952,1582.0896094375778,1679.608623519123,1108.357455270417,2105.0757707710113,1367.034484574317,220.80215643589582
34.832496881484985,1760.910227800031,2217.6508041642746,1155.377295961141,1855.6904620930916,1582.3981564012788,1679.3360994806471,1113.3064651565874,2106.9744521484376,1367.1693677908213,220.3299629559132
34.83449745178223,1773.8874470559717,2214.6969003474696,1155.0809154206859,1855.9936390800128,1582.042937143865,1679.4567355936617,1115.5585729881063,2103.347676484731,1368.1689004402358,220.66377312738678
34.84750008583069,1788.1675152710732,2214.568697655549,1155.882996871016,1855.9508971010237,1582.1728400567943,1679.5229490693346,1116.4424533284493,2102.7577946722204,1367.2472038186968,220.31038824789417
34.87865233421326,1803.500696267055,2219.7614254256855,1155.357906396593,1856.000985304835,1582.3690569738321,1679.4951932828424,1117.9483697194382,2108.698836439565,1367.054161419118,219.98346337085218
34.88065218925476,1817.8474117376645,2217.62065371505,1155.8274987551158,1855.6694504363206,1582.3794323585212,1679.4260683659454,1118.109594942763,2107.4226839323755,1366.7993240094734,220.07155494958295
34.88265132904053,1836.3217825184065,2217.5180668539874,1155.4677870317948,1856.43772412193,1582.3284191948048,1679.5273711914144,1124.4172350472286,2105.1898844375614,1366.9477051646186,219.77006918128845
34.884652853012085,1856.0670253886492,2221.1720796885406,1156.032333212398,1856.217363296629,1582.0634664411104,1679.5305659285407,1125.9548664727463,2108.5200243121376,1366.949339425807,219.69880976961466
34.886653661727905,1873.126769044522,2219.286516769094,1156.0886775296624,1855.85445245808,1581.8724022013928,1679.6806885580395,1126.2786219056914,2108.094994741312,1368.1214828257098,220.07753755423187
34.90925192832947,1894.6946985289728,2216.9501829146943,1155.8209715535188,1854.9959888816384,1580.855931520842,1678.973614098658,1131.0112477987363,2106.0921025492025,1367.686381582744,219.69181065635576
34.91125226020813,1916.476121798661,2218.160243529783,1156.5039302714772,1855.6745796876705,1581.4788311872915,1679.4118177556286,1136.657197275879,2106.1400746275544,1367.9148544848351,219.57902107099633
34.913251638412476,1936.9926057928983,2217.323842438401,1157.0085688065203,1855.8875943607695,1581.6866106262746,1679.4532625213362,1135.4444298029493,2105.278964810932,1368.3090655860015,219.56028738945164
34.915252447128296,1953.8846286396235,2219.9038346465136,1157.3434455103982,1855.734107600117,1582.0708789647651,1679.8280881019946,1132.6939335900668,2107.3605798165486,1368.287347936618,219.32207616373964
34.94060826301575,1977.1710801761628,2218.0742339150484,1157.485247840448,1855.871753298967,1582.625182496671,1679.9093909119972,1140.082875625062,2107.6771520769926,1368.4403051184638,219.9901925731092
34.94160985946655,2001.3715003803163,2221.482930685896,1157.6485935831345,1856.3208907719634,1582.4128868137711,1680.1973357363513,1144.0455125250364,2109.8368708176035,1368.7901776404933,219.87292711967484
34.942609786987305,2024.4468679951453,2218.105891416077,1158.4294570068585,1856.3146574958764,1582.7365517915039,1680.0897683081746,1144.328112521978,2106.8827477495465,1368.2470839024033,219.73373611256514
34.95609164237976,2045.2143677556282,2216.3066402555746,1158.5534381936134,1856.7713563820791,1582.630332663741,1679.8143517981744,1144.5155615039746,2104.977376503506,1368.5504044248792,219.3168320115141
34.95909261703491,2066.418050546767,2217.3476162545953,1157.4795995350926,1856.6894308786013,1582.5876084228335,1680.300296969304,1145.4422479489785,2107.5696629193967,1369.6873282364504,219.30255890056475
34.96309185028076,2088.843720611673,2217.004386130455,1158.9062598845182,1857.1032344460607,1582.8038581412832,1680.3798220496544,1144.9511843973717,2105.4309522243816,1368.6176860661892,218.88918213241084
35.03306460380554,2111.813879802875,2222.7896438056773,1158.3524637694711,1856.0943732589212,1582.0979142183305,1680.211437061647,1147.1247526271532,2111.1309634378904,1368.7235420816369,219.01966680088654
35.035064935684204,2132.783122370564,2217.926183700405,1159.0830162105792,1856.3092735148448,1582.4200196713587,1680.3709519081176,1146.1123607567079,2107.4989991008274,1368.8937638188659,219.08744468961444
35.037068367004395,2161.598005584511,2217.2440563825508,1158.6467030831354,1857.2534700488459,1582.901705387147,1680.7104925363496,1155.3728679218445,2105.950198247292,1369.6911702015273,218.9789322898881
35.0390682220459,2185.2933305305914,2217.848907688042,1158.7039401943127,1857.0438015737445,1582.6525717930774,1680.798687502979,1159.8714082014849,2107.4698429919436,1370.0747617535121,219.06305009522706
